deviceID,timestamp,distribution
device_7,2025-01-24 13:24:33,poisson
device_7,2025-01-24 13:35:05,poisson
device_7,2025-01-24 13:45:39,poisson
device_7,2025-01-24 13:56:33,poisson
device_7,2025-01-24 14:05:55,poisson
device_7,2025-01-24 14:15:46,poisson
device_7,2025-01-24 14:25:18,poisson
device_7,2025-01-24 14:35:42,poisson
device_7,2025-01-24 14:45:03,poisson
device_7,2025-01-24 14:54:59,poisson
device_7,2025-01-24 15:04:17,poisson
device_7,2025-01-24 15:14:21,poisson
device_7,2025-01-24 15:23:51,poisson
device_7,2025-01-24 15:33:16,poisson
device_7,2025-01-24 15:43:24,poisson
device_7,2025-01-24 15:53:21,poisson
device_7,2025-01-24 16:03:17,poisson
device_7,2025-01-24 16:13:19,poisson
device_7,2025-01-24 16:23:20,poisson
device_7,2025-01-24 16:32:28,poisson
device_7,2025-01-24 16:42:38,poisson
device_8,2025-01-24 10:11:50,normal
device_8,2025-01-24 16:07:21,normal
device_8,2025-01-24 07:05:01,normal
device_8,2025-01-24 09:28:39,normal
device_8,2025-01-24 05:35:59,normal
device_8,2025-01-24 15:16:39,normal
device_8,2025-01-24 20:51:08,normal
device_8,2025-01-24 08:45:38,normal
device_8,2025-01-24 17:31:14,normal
device_8,2025-01-24 08:03:30,normal
device_8,2025-01-24 14:22:34,normal
device_8,2025-01-24 12:29:15,normal
device_8,2025-01-24 14:53:19,normal
device_8,2025-01-24 09:45:55,normal
device_8,2025-01-24 06:29:12,normal
device_8,2025-01-24 14:05:30,normal
device_8,2025-01-24 13:13:03,normal
device_8,2025-01-24 12:57:15,normal
device_8,2025-01-24 11:31:23,normal
device_8,2025-01-24 10:44:55,normal
device_8,2025-01-24 04:31:00,normal
device_8,2025-01-24 06:40:01,normal
device_8,2025-01-24 11:04:35,normal
device_8,2025-01-24 10:07:46,normal
device_8,2025-01-24 07:54:00,normal
device_8,2025-01-24 09:05:19,normal
device_8,2025-01-24 08:16:25,normal
device_8,2025-01-24 09:31:52,normal
device_8,2025-01-24 10:34:54,normal
device_8,2025-01-24 09:35:10,normal
device_8,2025-01-24 20:28:23,normal
device_8,2025-01-24 09:54:03,normal
device_8,2025-01-24 14:21:50,normal
device_8,2025-01-24 17:42:18,normal
device_8,2025-01-24 09:02:55,normal
device_8,2025-01-24 08:14:24,normal
device_8,2025-01-24 10:40:42,normal
device_8,2025-01-24 11:53:39,normal
device_8,2025-01-24 16:49:35,normal
device_8,2025-01-24 11:49:09,normal
device_8,2025-01-24 04:52:03,normal
device_8,2025-01-24 11:29:00,normal
device_8,2025-01-24 12:16:17,normal
device_8,2025-01-24 15:50:05,normal
device_8,2025-01-24 13:28:55,normal
device_8,2025-01-24 20:16:21,normal
device_8,2025-01-24 02:48:52,normal
device_8,2025-01-24 09:57:51,normal
device_8,2025-01-24 16:48:14,normal
device_8,2025-01-24 04:03:07,normal
device_8,2025-01-24 14:50:37,normal
device_8,2025-01-24 13:12:31,normal
device_8,2025-01-24 10:15:36,normal
device_8,2025-01-24 13:07:38,normal
device_8,2025-01-24 13:22:32,normal
device_8,2025-01-24 13:06:42,normal
device_8,2025-01-24 15:48:59,normal
device_8,2025-01-24 05:16:04,normal
device_8,2025-01-24 20:52:55,normal
device_8,2025-01-24 18:40:49,normal
device_8,2025-01-24 11:03:12,normal
device_8,2025-01-24 22:54:47,normal
device_8,2025-01-24 12:57:43,normal
device_8,2025-01-24 12:43:44,normal
device_8,2025-01-24 10:42:37,normal
device_8,2025-01-24 05:08:44,normal
device_8,2025-01-24 10:09:38,normal
device_8,2025-01-24 19:53:59,normal
device_8,2025-01-24 05:07:47,normal
device_8,2025-01-24 23:59:59,normal
device_8,2025-01-24 16:54:37,normal
device_8,2025-01-24 07:50:23,normal
device_8,2025-01-24 02:54:49,normal
device_8,2025-01-24 11:37:21,normal
device_8,2025-01-24 12:40:10,normal
device_8,2025-01-24 16:10:06,normal
device_8,2025-01-24 07:34:01,normal
device_8,2025-01-24 12:07:41,normal
device_8,2025-01-24 11:06:16,normal
device_8,2025-01-24 12:21:27,normal
device_8,2025-01-24 15:37:22,normal
device_8,2025-01-24 10:34:07,normal
device_8,2025-01-24 17:58:11,normal
device_8,2025-01-24 18:28:54,normal
device_8,2025-01-24 14:07:42,normal
device_8,2025-01-24 08:37:38,normal
device_8,2025-01-24 14:04:33,normal
device_8,2025-01-24 09:13:37,normal
device_8,2025-01-24 09:50:45,normal
device_8,2025-01-24 07:18:10,normal
device_8,2025-01-24 05:59:33,normal
device_8,2025-01-24 14:56:55,normal
device_8,2025-01-24 17:25:04,normal
device_8,2025-01-24 13:11:13,normal
device_8,2025-01-24 20:12:58,normal
device_8,2025-01-24 09:38:01,normal
device_8,2025-01-24 16:42:33,normal
device_8,2025-01-24 13:46:13,normal
device_8,2025-01-24 23:59:59,normal
device_8,2025-01-24 10:46:28,normal
device_9,2025-01-24 00:10:12,poisson
device_9,2025-01-24 00:19:45,poisson
device_9,2025-01-24 00:30:29,poisson
device_9,2025-01-24 00:40:03,poisson
device_9,2025-01-24 00:49:49,poisson
device_9,2025-01-24 00:59:46,poisson
device_9,2025-01-24 01:09:25,poisson
device_9,2025-01-24 01:19:52,poisson
device_9,2025-01-24 01:30:25,poisson
device_9,2025-01-24 01:40:22,poisson
device_9,2025-01-24 01:50:12,poisson
device_9,2025-01-24 01:59:59,poisson
device_9,2025-01-24 02:09:02,poisson
device_9,2025-01-24 02:18:51,poisson
device_9,2025-01-24 02:29:06,poisson
device_9,2025-01-24 02:38:59,poisson
device_9,2025-01-24 02:48:53,poisson
device_9,2025-01-24 02:59:13,poisson
device_9,2025-01-24 03:08:48,poisson
device_9,2025-01-24 03:18:36,poisson
device_9,2025-01-24 03:28:35,poisson
device_9,2025-01-24 03:38:31,poisson
device_9,2025-01-24 03:48:37,poisson
device_9,2025-01-24 03:58:49,poisson
device_9,2025-01-24 04:08:33,poisson
device_9,2025-01-24 04:18:11,poisson
device_9,2025-01-24 04:27:30,poisson
device_9,2025-01-24 04:37:49,poisson
device_9,2025-01-24 04:47:44,poisson
device_9,2025-01-24 04:57:39,poisson
device_9,2025-01-24 05:07:04,poisson
device_9,2025-01-24 05:17:17,poisson
device_9,2025-01-24 05:27:46,poisson
device_9,2025-01-24 05:38:13,poisson
device_9,2025-01-24 05:48:39,poisson
device_9,2025-01-24 05:59:00,poisson
device_9,2025-01-24 06:09:24,poisson
device_9,2025-01-24 06:19:34,poisson
device_9,2025-01-24 06:29:53,poisson
device_9,2025-01-24 06:40:09,poisson
device_9,2025-01-24 06:49:57,poisson
device_9,2025-01-24 07:00:10,poisson
device_9,2025-01-24 07:10:14,poisson
device_9,2025-01-24 07:20:27,poisson
device_9,2025-01-24 07:30:25,poisson
device_9,2025-01-24 07:40:14,poisson
device_9,2025-01-24 07:49:49,poisson
device_9,2025-01-24 07:59:34,poisson
device_9,2025-01-24 08:09:11,poisson
device_9,2025-01-24 08:18:22,poisson
device_9,2025-01-24 08:28:36,poisson
device_9,2025-01-24 08:38:54,poisson
device_9,2025-01-24 08:48:47,poisson
device_9,2025-01-24 08:58:25,poisson
device_9,2025-01-24 09:08:09,poisson
device_9,2025-01-24 09:17:59,poisson
device_9,2025-01-24 09:28:44,poisson
device_9,2025-01-24 09:39:07,poisson
device_9,2025-01-24 09:49:54,poisson
device_9,2025-01-24 09:59:39,poisson
device_9,2025-01-24 10:09:43,poisson
device_9,2025-01-24 10:19:51,poisson
device_9,2025-01-24 10:30:09,poisson
device_9,2025-01-24 10:40:04,poisson
device_9,2025-01-24 10:50:28,poisson
device_9,2025-01-24 11:00:08,poisson
device_9,2025-01-24 11:10:27,poisson
device_9,2025-01-24 11:19:17,poisson
device_9,2025-01-24 11:28:45,poisson
device_9,2025-01-24 11:37:51,poisson
device_9,2025-01-24 11:48:01,poisson
device_9,2025-01-24 11:57:46,poisson
device_9,2025-01-24 12:07:31,poisson
device_9,2025-01-24 12:17:23,poisson
device_9,2025-01-24 12:26:58,poisson
device_9,2025-01-24 12:36:54,poisson
device_9,2025-01-24 12:46:52,poisson
device_9,2025-01-24 12:56:50,poisson
device_9,2025-01-24 13:06:42,poisson
device_9,2025-01-24 13:16:02,poisson
device_9,2025-01-24 13:26:03,poisson
device_9,2025-01-24 13:36:18,poisson
device_9,2025-01-24 13:46:09,poisson
device_9,2025-01-24 13:56:24,poisson
device_9,2025-01-24 14:06:01,poisson
device_9,2025-01-24 14:15:49,poisson
device_9,2025-01-24 14:25:39,poisson
device_9,2025-01-24 14:35:28,poisson
device_9,2025-01-24 14:45:05,poisson
device_9,2025-01-24 14:55:31,poisson
device_9,2025-01-24 15:05:21,poisson
device_9,2025-01-24 15:15:35,poisson
device_9,2025-01-24 15:25:01,poisson
device_9,2025-01-24 15:35:33,poisson
device_9,2025-01-24 15:46:15,poisson
device_9,2025-01-24 15:57:02,poisson
device_9,2025-01-24 16:07:06,poisson
device_9,2025-01-24 16:16:49,poisson
device_9,2025-01-24 16:27:38,poisson
device_9,2025-01-24 16:37:16,poisson
device_10,2025-01-24 00:10:27,poisson
device_10,2025-01-24 00:19:56,poisson
device_10,2025-01-24 00:29:36,poisson
device_10,2025-01-24 00:38:57,poisson
device_10,2025-01-24 00:49:19,poisson
device_10,2025-01-24 00:59:04,poisson
device_10,2025-01-24 01:09:58,poisson
device_10,2025-01-24 01:19:29,poisson
device_10,2025-01-24 01:29:28,poisson
device_10,2025-01-24 01:38:45,poisson
device_10,2025-01-24 01:48:39,poisson
device_10,2025-01-24 01:59:48,poisson
device_10,2025-01-24 02:09:55,poisson
device_10,2025-01-24 02:20:20,poisson
device_10,2025-01-24 02:30:33,poisson
device_10,2025-01-24 02:40:12,poisson
device_10,2025-01-24 02:50:23,poisson
device_10,2025-01-24 03:00:36,poisson
device_10,2025-01-24 03:10:10,poisson
device_10,2025-01-24 03:19:49,poisson
device_10,2025-01-24 03:30:23,poisson
device_10,2025-01-24 03:40:21,poisson
device_10,2025-01-24 03:50:12,poisson
device_10,2025-01-24 04:00:23,poisson
device_10,2025-01-24 04:10:46,poisson
device_10,2025-01-24 04:20:17,poisson
device_10,2025-01-24 04:30:29,poisson
device_10,2025-01-24 04:40:19,poisson
device_10,2025-01-24 04:50:15,poisson
device_10,2025-01-24 05:00:29,poisson
device_10,2025-01-24 05:10:05,poisson
device_10,2025-01-24 05:19:23,poisson
device_10,2025-01-24 05:29:24,poisson
device_10,2025-01-24 05:38:59,poisson
device_10,2025-01-24 05:48:24,poisson
device_10,2025-01-24 05:59:15,poisson
device_10,2025-01-24 06:09:35,poisson
device_10,2025-01-24 06:19:45,poisson
device_10,2025-01-24 06:29:49,poisson
device_10,2025-01-24 06:39:18,poisson
device_10,2025-01-24 06:50:08,poisson
device_10,2025-01-24 07:00:08,poisson
device_10,2025-01-24 07:10:37,poisson
device_10,2025-01-24 07:20:53,poisson
device_10,2025-01-24 07:30:06,poisson
device_10,2025-01-24 07:40:22,poisson
device_10,2025-01-24 07:50:52,poisson
device_10,2025-01-24 08:01:35,poisson
device_10,2025-01-24 08:11:42,poisson
device_10,2025-01-24 08:22:00,poisson
device_10,2025-01-24 08:32:15,poisson
device_10,2025-01-24 08:42:32,poisson
device_10,2025-01-24 08:52:24,poisson
device_10,2025-01-24 09:02:22,poisson
device_10,2025-01-24 09:12:08,poisson
device_10,2025-01-24 09:22:28,poisson
device_10,2025-01-24 09:32:18,poisson
device_10,2025-01-24 09:42:21,poisson
device_10,2025-01-24 09:51:55,poisson
device_10,2025-01-24 10:01:42,poisson
device_10,2025-01-24 10:12:15,poisson
device_10,2025-01-24 10:22:37,poisson
device_10,2025-01-24 10:32:56,poisson
device_10,2025-01-24 10:42:27,poisson
device_10,2025-01-24 10:52:42,poisson
device_10,2025-01-24 11:02:57,poisson
device_10,2025-01-24 11:12:08,poisson
device_10,2025-01-24 11:22:16,poisson
device_10,2025-01-24 11:33:04,poisson
device_10,2025-01-24 11:42:58,poisson
device_10,2025-01-24 11:52:42,poisson
device_10,2025-01-24 12:02:32,poisson
device_10,2025-01-24 12:12:26,poisson
device_10,2025-01-24 12:23:07,poisson
device_10,2025-01-24 12:33:24,poisson
device_10,2025-01-24 12:43:39,poisson
device_10,2025-01-24 12:53:25,poisson
device_10,2025-01-24 13:03:03,poisson
device_10,2025-01-24 13:13:14,poisson
device_10,2025-01-24 13:22:57,poisson
device_10,2025-01-24 13:33:10,poisson
device_10,2025-01-24 13:43:33,poisson
device_10,2025-01-24 13:53:19,poisson
device_10,2025-01-24 14:03:34,poisson
device_10,2025-01-24 14:13:18,poisson
device_10,2025-01-24 14:23:23,poisson
device_10,2025-01-24 14:33:28,poisson
device_10,2025-01-24 14:43:53,poisson
device_10,2025-01-24 14:54:03,poisson
device_10,2025-01-24 15:04:28,poisson
device_10,2025-01-24 15:14:29,poisson
device_10,2025-01-24 15:24:18,poisson
device_10,2025-01-24 15:34:27,poisson
device_10,2025-01-24 15:44:13,poisson
device_10,2025-01-24 15:53:33,poisson
device_10,2025-01-24 16:02:43,poisson
device_10,2025-01-24 16:12:48,poisson
device_10,2025-01-24 16:23:17,poisson
device_10,2025-01-24 16:33:44,poisson
device_10,2025-01-24 16:43:07,poisson
